Date,Region,Product,Salesperson,Units_Sold,Unit_Price,Category,Revenue,Cost,Profit,Month,Year,Month_Name
2024-01-16,NORTH,Laptop,Eva,19.0,1498.0,Electronics,28462.0,21323.08065,7138.919354,1,2024,January
2024-10-06,SOUTH,Smartwatch,Frank,18.0,1073.5,Accessories,8268.0,6014.593046,1928.596208,10,2024,October
2024-09-03,NORTH,Smartwatch,Hannah,13.0,763.0,Accessories,9919.0,6460.666207,3458.333793,9,2024,September
2024-09-14,NORTH,Smartwatch,Grace,1.0,1551.0,Accessories,1551.0,1316.605655,234.3943455,9,2024,September
2024-06-08,NORTH,Headphones,Alice,13.0,756.0,Accessories,9828.0,7523.101059,2304.898941,6,2024,June
2024-12-05,EAST,Printer,Hannah,7.0,229.0,Office,1603.0,1435.227275,167.7727253,12,2024,December
2024-05-31,EAST,Mobile,Charlie,15.0,240.0,Electronics,3600.0,2936.324567,663.6754328,5,2024,May
2024-06-26,WEST,Monitor,David,12.0,514.0,Office,6168.0,3856.956637,2311.043363,6,2024,June
2024-06-11,SOUTH,Laptop,Grace,1.0,1216.0,Electronics,1216.0,873.681564,342.318436,6,2024,June
2024-02-02,EAST,Laptop,Alice,15.0,725.0,Electronics,10875.0,8212.611001,2662.388999,2,2024,February
2024-06-27,SOUTH,Camera,David,4.0,383.0,Electronics,1532.0,1304.810652,227.189348,6,2024,June
2024-04-10,WEST,Tablet,Bob,13.0,1778.0,Electronics,23114.0,18925.8278,4188.172196,4,2024,April
2024-11-18,EAST,Monitor,Grace,2.0,843.0,Office,1686.0,1342.106253,343.8937467,11,2024,November
2024-03-05,SOUTH,Camera,Eva,1.0,562.0,Electronics,562.0,434.4671791,127.5328209,3,2024,March
2024-06-16,EAST,Laptop,Grace,16.0,1668.0,Electronics,26688.0,17022.02761,9665.972392,6,2024,June
2024-11-25,SOUTH,Headphones,Hannah,6.0,1399.0,Accessories,8394.0,5627.821161,2766.178839,11,2024,November
2024-02-12,EAST,Smartwatch,David,16.0,1805.0,Accessories,28880.0,20283.48372,8596.516283,2,2024,February
2024-02-13,EAST,Printer,Frank,14.0,1263.0,Office,17682.0,11646.16128,6035.838723,2,2024,February
2024-10-11,SOUTH,Smartwatch,Alice,3.0,456.0,Accessories,1368.0,882.4149303,485.5850697,10,2024,October
2024-01-12,WEST,Smartwatch,Alice,15.0,1836.0,Accessories,27540.0,17004.82998,10535.17002,1,2024,January
2024-04-04,NORTH,Mobile,David,3.0,1146.0,Electronics,3438.0,2963.317986,474.6820138,4,2024,April
2024-10-28,WEST,Laptop,Alice,2.0,1859.0,Electronics,3718.0,2553.087488,1164.912512,10,2024,October
2024-09-09,SOUTH,Monitor,Frank,1.0,1393.0,Office,1393.0,957.1249804,435.8750196,9,2024,September
2024-08-29,WEST,Monitor,Grace,9.0,958.0,Office,8622.0,5706.6297,2915.3703,8,2024,August
2024-02-04,EAST,Printer,Alice,9.0,764.0,Office,6876.0,5106.249699,1769.750301,2,2024,February
2024-08-02,NORTH,Headphones,David,10.0,1456.0,Accessories,8268.0,6014.593046,1928.596208,8,2024,August
2024-12-02,SOUTH,Mobile,Charlie,3.0,1114.0,Electronics,3342.0,2214.02289,1127.97711,12,2024,December
2024-03-30,SOUTH,Tablet,Charlie,18.0,184.0,Electronics,3312.0,2591.875488,720.1245123,3,2024,March
2024-09-20,SOUTH,Headphones,Bob,11.0,720.0,Accessories,7920.0,6469.847904,1450.152096,9,2024,September
2024-04-02,NORTH,Camera,Hannah,7.0,1154.0,Electronics,8078.0,5752.764064,2325.235936,4,2024,April
2024-03-30,EAST,Headphones,Alice,9.0,1864.0,Accessories,16776.0,13012.0613,3763.9387,3,2024,March
2024-04-24,SOUTH,Headphones,Hannah,1.0,339.0,Accessories,339.0,254.4841038,84.51589624,4,2024,April
2024-04-14,WEST,Smartwatch,Grace,14.0,462.0,Accessories,6468.0,4260.242112,2207.757888,4,2024,April
2024-07-14,SOUTH,Headphones,David,6.0,921.0,Accessories,5526.0,4525.812217,1000.187783,7,2024,July
2024-11-09,SOUTH,Monitor,Alice,7.0,1512.0,Office,10584.0,8895.173654,1688.826346,11,2024,November
2024-04-23,SOUTH,Camera,Eva,10.0,1776.0,Electronics,17760.0,14112.76972,3647.23028,4,2024,April
2024-08-04,EAST,Laptop,Alice,2.0,1422.0,Electronics,2844.0,2497.139356,346.8606438,8,2024,August
2024-10-03,WEST,Headphones,Alice,4.0,1980.0,Accessories,7920.0,5833.93153,2086.06847,10,2024,October
2024-09-05,EAST,Smartwatch,Hannah,10.0,1494.0,Accessories,8268.0,6014.593046,1928.596208,9,2024,September
2024-06-12,WEST,Headphones,Hannah,1.0,198.0,Accessories,198.0,143.0491365,54.95086352,6,2024,June
2024-12-22,SOUTH,Tablet,Charlie,10.0,146.0,Electronics,1460.0,1179.12889,280.8711097,12,2024,December
2024-07-10,NORTH,Tablet,Frank,19.0,938.0,Electronics,17822.0,15216.05889,2605.941115,7,2024,July
2024-08-14,EAST,Smartwatch,David,15.0,521.0,Accessories,7815.0,5524.991258,2290.008742,8,2024,August
2024-06-25,NORTH,Laptop,Alice,10.0,1603.0,Electronics,16030.0,10736.69096,5293.309039,6,2024,June
2024-04-08,EAST,Laptop,Charlie,19.0,1702.0,Electronics,32338.0,25480.66047,6857.339531,4,2024,April
2024-02-05,SOUTH,Camera,Hannah,12.0,161.0,Electronics,1932.0,1693.136272,238.863728,2,2024,February
2024-04-05,EAST,Camera,Bob,16.0,1232.0,Electronics,19712.0,12911.12363,6800.876365,4,2024,April
2024-05-31,SOUTH,Mobile,Frank,9.0,1802.0,Electronics,16218.0,13637.8105,2580.189497,5,2024,May
2024-05-30,EAST,Smartwatch,Charlie,15.0,1672.0,Accessories,25080.0,18633.99243,6446.007566,5,2024,May
2024-07-08,SOUTH,Headphones,Charlie,17.0,1242.0,Accessories,21114.0,17732.6721,3381.327897,7,2024,July
2024-08-11,SOUTH,Printer,Grace,14.0,1109.0,Office,15526.0,11670.30957,3855.690433,8,2024,August
2024-02-06,WEST,Smartwatch,Charlie,18.0,697.0,Accessories,12546.0,8947.786277,3598.213723,2,2024,February
2024-09-24,SOUTH,Mobile,Grace,10.0,1505.0,Electronics,8268.0,6014.593046,1928.596208,9,2024,September
2024-07-01,WEST,Camera,Alice,4.0,491.0,Electronics,1964.0,1709.049602,254.950398,7,2024,July
2024-01-13,SOUTH,Smartwatch,Alice,18.0,1076.0,Accessories,19368.0,13481.59065,5886.409346,1,2024,January
2024-10-05,NORTH,Smartwatch,Hannah,7.0,1175.0,Accessories,8225.0,6071.896023,2153.103977,10,2024,October
2024-08-04,SOUTH,Camera,Bob,13.0,702.0,Electronics,9126.0,6103.653036,3022.346964,8,2024,August
2024-12-20,NORTH,Monitor,Eva,15.0,1412.0,Office,21180.0,13873.38373,7306.616268,12,2024,December
2024-12-26,NORTH,Mobile,Eva,1.0,436.0,Electronics,436.0,363.3480306,72.65196938,12,2024,December
2024-10-12,SOUTH,Camera,Eva,11.0,909.0,Electronics,9999.0,6601.332151,3397.667849,10,2024,October
2024-09-29,NORTH,Laptop,Hannah,10.0,1327.0,Electronics,13270.0,11120.19964,2149.80036,9,2024,September
2024-03-02,WEST,Headphones,Grace,5.0,1361.0,Accessories,6805.0,4959.246611,1845.753389,3,2024,March
2024-03-24,EAST,Camera,Hannah,16.0,1505.0,Electronics,24080.0,21636.23198,2443.768022,3,2024,March
2024-08-04,SOUTH,Mobile,Frank,11.0,1790.0,Electronics,19690.0,12979.69576,6710.304243,8,2024,August
2024-12-07,NORTH,Tablet,Frank,6.0,851.0,Electronics,5106.0,3206.023689,1899.976311,12,2024,December
2024-07-05,SOUTH,Laptop,Bob,9.0,1259.0,Electronics,11331.0,7055.019634,4275.980366,7,2024,July
2024-01-19,WEST,Tablet,Frank,13.0,1530.0,Electronics,19890.0,16918.93923,2971.060766,1,2024,January
2024-06-25,SOUTH,Printer,Eva,8.0,1631.0,Office,13048.0,9542.431592,3505.568408,6,2024,June
2024-04-09,SOUTH,Camera,Eva,14.0,1485.0,Electronics,20790.0,12493.48657,8296.513431,4,2024,April
2024-08-20,NORTH,Laptop,Hannah,1.0,1504.0,Electronics,1504.0,1297.096839,206.9031612,8,2024,August
2024-10-10,EAST,Headphones,Hannah,2.0,734.0,Accessories,1468.0,990.1594599,477.8405401,10,2024,October
2024-07-24,NORTH,Monitor,Alice,9.0,353.0,Office,3177.0,2261.470617,915.5293825,7,2024,July
2024-08-10,SOUTH,Smartwatch,Alice,4.0,1600.0,Accessories,6400.0,5270.258352,1129.741648,8,2024,August
2024-02-21,NORTH,Tablet,Charlie,17.0,1237.0,Electronics,21029.0,15704.58206,5324.417938,2,2024,February
2024-12-04,NORTH,Laptop,Charlie,17.0,119.0,Electronics,2023.0,1307.157349,715.8426506,12,2024,December
2024-05-23,NORTH,Headphones,Charlie,18.0,627.0,Accessories,11286.0,7593.666364,3692.333636,5,2024,May
2024-03-09,SOUTH,Mobile,Hannah,16.0,1268.0,Electronics,20288.0,18092.36896,2195.631044,3,2024,March
2024-04-08,WEST,Headphones,Alice,8.0,1331.0,Accessories,10648.0,6871.196302,3776.803698,4,2024,April
2024-01-25,NORTH,Mobile,Eva,11.0,1654.0,Electronics,18194.0,14879.49399,3314.506014,1,2024,January
2024-02-22,SOUTH,Camera,Charlie,18.0,475.0,Electronics,8550.0,6356.116957,2193.883043,2,2024,February
2024-05-30,WEST,Laptop,Bob,10.0,1627.0,Electronics,16270.0,13415.9247,2854.0753,5,2024,May
2024-05-23,NORTH,Headphones,Grace,13.0,265.0,Accessories,3445.0,2750.260535,694.7394653,5,2024,May
2024-02-26,EAST,Printer,Hannah,17.0,1673.0,Office,28441.0,20811.70622,7629.29378,2,2024,February
2024-02-08,WEST,Headphones,Charlie,18.0,1304.0,Accessories,23472.0,16575.29846,6896.701537,2,2024,February
2024-04-18,NORTH,Monitor,Grace,10.0,960.0,Office,8268.0,6014.593046,1928.596208,4,2024,April
2024-06-29,WEST,Printer,David,16.0,716.0,Office,11456.0,7984.171698,3471.828302,6,2024,June
2024-02-11,WEST,Laptop,Charlie,5.0,711.0,Electronics,3555.0,2973.158284,581.8417165,2,2024,February
2024-07-04,WEST,Monitor,Alice,13.0,1725.0,Office,22425.0,18028.64423,4396.355771,7,2024,July
2024-05-01,WEST,Mobile,Charlie,17.0,1567.0,Electronics,26639.0,18930.74603,7708.253968,5,2024,May
2024-05-12,WEST,Headphones,Hannah,9.0,1455.0,Accessories,13095.0,8662.662114,4432.337886,5,2024,May
2024-06-11,NORTH,Tablet,Frank,14.0,602.0,Electronics,8428.0,6853.025425,1574.974575,6,2024,June
2024-08-02,EAST,Camera,David,17.0,1012.0,Electronics,17204.0,10793.87163,6410.128369,8,2024,August
2024-08-08,SOUTH,Smartwatch,Bob,4.0,178.0,Accessories,712.0,634.5078259,77.49217409,8,2024,August
2024-08-22,WEST,Mobile,Frank,18.0,684.0,Electronics,12312.0,11002.3033,1309.696703,8,2024,August
2024-11-26,SOUTH,Tablet,Grace,15.0,787.0,Electronics,11805.0,7544.183394,4260.816606,11,2024,November
2024-05-25,NORTH,Printer,Eva,11.0,495.0,Office,5445.0,3436.77835,2008.22165,5,2024,May
2024-08-26,WEST,Camera,Charlie,12.0,1731.0,Electronics,20772.0,15035.08556,5736.914444,8,2024,August
2024-03-16,EAST,Laptop,David,9.0,1980.0,Electronics,17820.0,15843.85077,1976.149226,3,2024,March
2024-01-09,SOUTH,Mobile,David,13.0,1226.0,Electronics,15938.0,11476.84653,4461.153466,1,2024,January
2024-03-14,WEST,Smartwatch,Frank,15.0,501.0,Accessories,7515.0,5329.191853,2185.808147,3,2024,March
2024-09-09,NORTH,Camera,Bob,15.0,1074.0,Electronics,16110.0,13066.42659,3043.57341,9,2024,September
2024-08-17,EAST,Printer,Alice,5.0,323.0,Office,1615.0,1055.595284,559.4047159,8,2024,August
2024-06-22,SOUTH,Monitor,David,14.0,733.0,Office,10262.0,7054.019104,3207.980896,6,2024,June
2024-05-20,WEST,Smartwatch,Bob,17.0,335.0,Accessories,5695.0,4444.721903,1250.278097,5,2024,May
2024-06-16,EAST,Laptop,Eva,18.0,1550.0,Electronics,27900.0,18102.24166,9797.758342,6,2024,June
2024-06-18,EAST,Laptop,David,3.0,215.0,Electronics,645.0,493.173693,151.826307,6,2024,June
2024-10-09,EAST,Printer,Bob,2.0,1286.0,Office,2572.0,2204.882949,367.1170512,10,2024,October
2024-05-01,EAST,Mobile,Hannah,1.0,325.0,Electronics,325.0,245.1316283,79.8683717,5,2024,May
2024-07-12,NORTH,Printer,Alice,10.0,329.0,Office,3290.0,2648.611161,641.3888389,7,2024,July
2024-01-05,EAST,Headphones,Alice,19.0,281.0,Accessories,5339.0,3323.92475,2015.07525,1,2024,January
2024-01-29,SOUTH,Laptop,David,17.0,1372.0,Electronics,23324.0,17136.18184,6187.818161,1,2024,January
2024-06-13,SOUTH,Camera,Grace,12.0,1441.0,Electronics,17292.0,10867.4678,6424.532205,6,2024,June
2024-12-04,NORTH,Headphones,David,1.0,309.0,Accessories,309.0,240.9700973,68.02990265,12,2024,December
2024-05-15,SOUTH,Monitor,Frank,12.0,1779.0,Office,21348.0,14608.78461,6739.215385,5,2024,May
2024-12-30,SOUTH,Monitor,Charlie,17.0,1515.0,Office,25755.0,17672.55944,8082.440557,12,2024,December
2024-11-16,EAST,Tablet,Bob,3.0,1980.0,Electronics,5940.0,3700.798326,2239.201674,11,2024,November
2024-12-07,SOUTH,Smartwatch,David,11.0,195.0,Accessories,2145.0,1486.638064,658.3619362,12,2024,December
2024-05-24,NORTH,Headphones,Charlie,17.0,993.0,Accessories,16881.0,12694.56523,4186.434772,5,2024,May
2024-08-04,WEST,Printer,Hannah,8.0,855.0,Office,6840.0,4240.797711,2599.202289,8,2024,August
2024-10-27,EAST,Headphones,Hannah,4.0,1209.0,Accessories,4836.0,3846.736987,989.2630134,10,2024,October
2024-05-11,NORTH,Printer,Charlie,7.0,514.0,Office,3598.0,2686.492496,911.5075038,5,2024,May
2024-10-18,EAST,Tablet,David,14.0,493.0,Electronics,6902.0,5252.921721,1649.078279,10,2024,October
2024-03-10,EAST,Laptop,Alice,14.0,795.0,Electronics,11130.0,9458.708094,1671.291906,3,2024,March
2024-09-08,NORTH,Monitor,Bob,4.0,1756.0,Office,7024.0,4935.539566,2088.460434,9,2024,September
2024-10-01,EAST,Tablet,Bob,16.0,943.0,Electronics,15088.0,9840.62495,5247.37505,10,2024,October
2024-12-29,NORTH,Monitor,Hannah,1.0,1624.0,Office,1624.0,1243.241918,380.7580824,12,2024,December
2024-06-30,NORTH,Laptop,Hannah,17.0,703.0,Electronics,11951.0,10558.78708,1392.212919,6,2024,June
2024-06-15,WEST,Printer,Alice,10.0,681.0,Office,6810.0,5144.007632,1665.992368,6,2024,June
2024-03-31,SOUTH,Laptop,Grace,16.0,232.0,Electronics,3712.0,3153.617397,558.3826029,3,2024,March
2024-07-20,SOUTH,Monitor,David,16.0,890.0,Office,14240.0,11778.04094,2461.959063,7,2024,July
2024-12-11,EAST,Monitor,Hannah,8.0,748.0,Office,5984.0,4520.907429,1463.092571,12,2024,December
2024-01-19,EAST,Smartwatch,Hannah,7.0,1437.0,Accessories,10059.0,7989.526053,2069.473947,1,2024,January
2024-02-08,WEST,Camera,Hannah,6.0,1822.0,Electronics,10932.0,7892.948332,3039.051668,2,2024,February
2024-05-05,WEST,Tablet,Bob,16.0,320.0,Electronics,5120.0,3887.045666,1232.954334,5,2024,May
2024-06-21,WEST,Headphones,David,16.0,1075.0,Accessories,17200.0,12937.5945,4262.405503,6,2024,June
2024-05-20,NORTH,Monitor,Frank,7.0,1561.0,Office,10927.0,8880.734681,2046.265319,5,2024,May
2024-08-29,WEST,Tablet,David,9.0,1169.0,Electronics,10521.0,7606.624038,2914.375962,8,2024,August
2024-08-07,WEST,Smartwatch,Charlie,10.0,1913.0,Accessories,8268.0,6014.593046,1928.596208,8,2024,August
2024-05-05,EAST,Laptop,Alice,11.0,1315.0,Electronics,14465.0,12101.60497,2363.395026,5,2024,May
2024-02-27,WEST,Smartwatch,Grace,14.0,1643.0,Accessories,23002.0,18527.09663,4474.903365,2,2024,February
2024-05-27,NORTH,Mobile,Hannah,7.0,1502.0,Electronics,10514.0,9305.279403,1208.720597,5,2024,May
2024-11-12,NORTH,Mobile,Hannah,1.0,887.0,Electronics,887.0,646.2813744,240.7186256,11,2024,November
2024-12-26,EAST,Headphones,David,13.0,790.0,Accessories,10270.0,6402.951629,3867.048371,12,2024,December
2024-01-01,WEST,Smartwatch,Grace,3.0,1457.0,Accessories,4371.0,2782.078977,1588.921023,1,2024,January
2024-12-13,WEST,Printer,Hannah,4.0,138.0,Office,552.0,459.2617164,92.73828365,12,2024,December
2024-07-08,NORTH,Headphones,Grace,11.0,1416.0,Accessories,15576.0,9662.216231,5913.783769,7,2024,July
2024-07-09,WEST,Printer,Frank,2.0,789.0,Office,1578.0,1376.564897,201.435103,7,2024,July
2024-11-07,WEST,Headphones,Eva,14.0,261.0,Accessories,3654.0,2501.144852,1152.855148,11,2024,November
2024-04-26,WEST,Mobile,Alice,12.0,1454.0,Electronics,17448.0,15173.89245,2274.10755,4,2024,April
2024-05-13,SOUTH,Headphones,Grace,17.0,1227.0,Accessories,20859.0,17355.77381,3503.226192,5,2024,May
2024-02-27,EAST,Mobile,Bob,12.0,260.0,Electronics,3120.0,2687.44417,432.55583,2,2024,February
2024-02-13,SOUTH,Monitor,Charlie,12.0,1922.0,Office,23064.0,15319.38344,7744.616565,2,2024,February
2024-06-21,EAST,Laptop,Bob,1.0,1758.0,Electronics,1758.0,1368.96875,389.0312503,6,2024,June
2024-06-08,NORTH,Printer,Hannah,13.0,1177.0,Office,15301.0,9610.202193,5690.797807,6,2024,June
2024-06-21,WEST,Smartwatch,Frank,14.0,1157.0,Accessories,16198.0,10701.76316,5496.236838,6,2024,June
2024-11-12,EAST,Monitor,Frank,2.0,341.0,Office,682.0,472.6059957,209.3940043,11,2024,November
2024-10-29,SOUTH,Monitor,Bob,12.0,1066.0,Office,12792.0,10518.1424,2273.857599,10,2024,October
2024-05-28,WEST,Headphones,Alice,16.0,989.0,Accessories,15824.0,9611.724102,6212.275898,5,2024,May
2024-03-20,NORTH,Mobile,Bob,4.0,212.0,Electronics,848.0,738.5530368,109.4469632,3,2024,March
2024-07-31,EAST,Tablet,David,8.0,1113.0,Electronics,8904.0,5531.530346,3372.469654,7,2024,July
2024-07-21,EAST,Printer,Hannah,2.0,417.0,Office,834.0,594.5978469,239.4021531,7,2024,July
2024-09-08,EAST,Monitor,Hannah,10.0,122.0,Office,1220.0,761.678804,458.321196,9,2024,September
2024-08-16,WEST,Headphones,Bob,9.0,1681.0,Accessories,15129.0,12567.51435,2561.485651,8,2024,August
2024-06-12,SOUTH,Camera,Charlie,15.0,923.0,Electronics,13845.0,8893.951742,4951.048258,6,2024,June
2024-08-14,SOUTH,Laptop,Charlie,13.0,1770.0,Electronics,23010.0,19913.47695,3096.523048,8,2024,August
2024-05-26,EAST,Laptop,Hannah,17.0,1241.0,Electronics,21097.0,16014.02798,5082.972025,5,2024,May
2024-01-20,NORTH,Tablet,Eva,16.0,800.0,Electronics,12800.0,11322.13563,1477.864373,1,2024,January
2024-02-16,NORTH,Mobile,Charlie,2.0,1766.0,Electronics,3532.0,2426.866423,1105.133577,2,2024,February
2024-08-20,SOUTH,Headphones,Bob,14.0,1118.0,Accessories,15652.0,11524.48692,4127.513077,8,2024,August
2024-10-31,NORTH,Printer,Charlie,3.0,1335.0,Office,4005.0,3237.137725,767.8622748,10,2024,October
2024-01-14,SOUTH,Mobile,Hannah,12.0,1541.0,Electronics,18492.0,15710.32229,2781.677707,1,2024,January
2024-05-22,EAST,Laptop,Alice,8.0,1236.0,Electronics,9888.0,7182.713665,2705.286335,5,2024,May
2024-01-01,SOUTH,Mobile,Grace,2.0,1167.0,Electronics,2334.0,2025.281263,308.7187367,1,2024,January
2024-02-23,SOUTH,Laptop,Charlie,4.0,1073.5,Electronics,8268.0,6014.593046,1928.596208,2,2024,February
2024-09-15,EAST,Mobile,David,14.0,975.0,Electronics,13650.0,11092.06392,2557.936076,9,2024,September
2024-01-12,SOUTH,Smartwatch,Eva,19.0,1908.0,Accessories,36252.0,22853.28419,13398.71581,1,2024,January
2024-08-11,EAST,Tablet,Bob,12.0,1517.0,Electronics,18204.0,15729.43357,2474.566432,8,2024,August
2024-09-28,NORTH,Smartwatch,Grace,14.0,1990.0,Accessories,27860.0,24911.3021,2948.697904,9,2024,September
2024-12-23,SOUTH,Smartwatch,Bob,6.0,951.0,Accessories,5706.0,4095.994795,1610.005205,12,2024,December
2024-06-04,EAST,Monitor,Grace,13.0,611.0,Office,7943.0,6878.041611,1064.958389,6,2024,June
2024-01-08,SOUTH,Monitor,Grace,4.0,144.0,Office,576.0,433.6682831,142.3317169,1,2024,January
2024-05-01,WEST,Headphones,Bob,18.0,1231.0,Accessories,22158.0,18061.08576,4096.914239,5,2024,May
2024-12-13,EAST,Printer,David,12.0,318.0,Office,3816.0,2341.541204,1474.458796,12,2024,December
2024-06-12,NORTH,Printer,David,19.0,542.0,Office,10298.0,7900.559606,2397.440394,6,2024,June
2024-03-30,NORTH,Headphones,Grace,8.0,1953.0,Accessories,15624.0,9703.263027,5920.736973,3,2024,March
2024-05-15,NORTH,Tablet,David,7.0,414.0,Electronics,2898.0,1972.336452,925.6635481,5,2024,May
2024-07-04,NORTH,Tablet,Grace,16.0,276.0,Electronics,4416.0,3400.515619,1015.484381,7,2024,July
2024-11-11,SOUTH,Laptop,Hannah,19.0,327.0,Electronics,6213.0,5232.272544,980.7274558,11,2024,November
2024-06-26,SOUTH,Laptop,Grace,6.0,1826.0,Electronics,10956.0,8417.145228,2538.854772,6,2024,June
2024-01-28,NORTH,Printer,Hannah,-5.0,1795.0,Office,-8975.0,-7905.695724,-1069.304276,1,2024,January
2024-12-22,NORTH,Camera,Frank,16.0,969.0,Electronics,15504.0,10029.10417,5474.895832,12,2024,December
2024-02-10,SOUTH,Monitor,Alice,7.0,1073.5,Office,8268.0,6014.593046,1928.596208,2,2024,February
2024-08-15,NORTH,Camera,Bob,5.0,1502.0,Electronics,7510.0,6012.097668,1497.902332,8,2024,August
2024-07-10,NORTH,Headphones,Frank,11.0,588.0,Accessories,6468.0,5701.683064,766.3169363,7,2024,July
2024-05-24,WEST,Laptop,Charlie,15.0,801.0,Electronics,12015.0,10769.22185,1245.778151,5,2024,May
2024-07-19,WEST,Printer,Bob,3.0,786.0,Office,2358.0,1954.678086,403.3219138,7,2024,July
2024-08-07,EAST,Laptop,Alice,5.0,1095.0,Electronics,5475.0,4527.731415,947.2685846,8,2024,August
2024-08-27,NORTH,Camera,David,9.0,456.0,Electronics,4104.0,2798.80868,1305.19132,8,2024,August
2024-02-15,WEST,Mobile,Alice,15.0,1780.0,Electronics,26700.0,18291.66025,8408.339752,2,2024,February
2024-02-04,EAST,Mobile,David,3.0,1867.0,Electronics,5601.0,4460.103206,1140.896794,2,2024,February
2024-09-09,EAST,Laptop,Frank,6.0,971.0,Electronics,5826.0,5019.39422,806.6057796,9,2024,September
2024-03-22,NORTH,Mobile,Eva,17.0,303.0,Electronics,5151.0,4589.246604,561.7533964,3,2024,March
2024-09-12,WEST,Smartwatch,Frank,8.0,1336.0,Accessories,10688.0,7507.255264,3180.744736,9,2024,September
2024-07-15,WEST,Headphones,Eva,11.0,651.0,Accessories,7161.0,6007.836149,1153.163851,7,2024,July
2024-10-29,EAST,Headphones,Alice,6.0,1910.0,Accessories,11460.0,9803.562909,1656.437091,10,2024,October
2024-01-10,NORTH,Laptop,David,10.0,422.0,Electronics,8268.0,6014.593046,1928.596208,1,2024,January
2024-11-07,SOUTH,Tablet,Frank,10.0,693.0,Electronics,6930.0,4880.643523,2049.356477,11,2024,November
2024-10-12,SOUTH,Monitor,Eva,3.0,280.0,Office,840.0,660.0103184,179.9896816,10,2024,October
2024-08-29,WEST,Camera,Grace,14.0,598.0,Electronics,8372.0,6491.101868,1880.898132,8,2024,August
2024-09-07,SOUTH,Laptop,Bob,14.0,1443.0,Electronics,20202.0,15797.10848,4404.89152,9,2024,September
2024-12-30,WEST,Mobile,Bob,10.0,182.0,Electronics,1820.0,1430.116077,389.8839233,12,2024,December
2024-01-05,WEST,Camera,Frank,12.0,402.0,Electronics,4824.0,4120.262614,703.7373862,1,2024,January
2024-04-28,WEST,Tablet,David,6.0,361.0,Electronics,2166.0,1410.118967,755.8810327,4,2024,April
2024-10-15,SOUTH,Mobile,Grace,12.0,883.0,Electronics,10596.0,7525.154001,3070.845999,10,2024,October
2024-03-05,WEST,Printer,Frank,14.0,1323.0,Office,18522.0,14369.3772,4152.622802,3,2024,March
2024-05-25,EAST,Monitor,Alice,2.0,1363.0,Office,2726.0,1867.305425,858.6945754,5,2024,May
2024-08-11,NORTH,Smartwatch,Eva,9.0,1013.0,Accessories,9117.0,8145.546604,971.4533958,8,2024,August
2024-08-26,NORTH,Mobile,Hannah,10.0,791.0,Electronics,7910.0,5370.455566,2539.544434,8,2024,August
2024-06-25,WEST,Smartwatch,Alice,17.0,1043.0,Accessories,17731.0,13136.6969,4594.303095,6,2024,June
2024-09-23,NORTH,Tablet,Bob,17.0,782.0,Electronics,13294.0,11475.50728,1818.492725,9,2024,September
2024-12-06,SOUTH,Smartwatch,Eva,3.0,1418.0,Accessories,4254.0,2654.577246,1599.422754,12,2024,December
2024-10-08,SOUTH,Camera,Frank,19.0,1635.0,Electronics,31065.0,26287.40184,4777.598164,10,2024,October
2024-03-03,NORTH,Camera,Alice,1.0,788.0,Electronics,788.0,607.7863784,180.2136216,3,2024,March
2024-08-04,SOUTH,Camera,Charlie,12.0,495.0,Electronics,5940.0,3620.671237,2319.328763,8,2024,August
2024-12-07,NORTH,Camera,Hannah,7.0,1872.0,Electronics,13104.0,11411.93116,1692.068839,12,2024,December
2024-11-10,NORTH,Camera,David,4.0,1261.0,Electronics,5044.0,3085.712651,1958.287349,11,2024,November
2024-10-09,NORTH,Mobile,Grace,10.0,938.0,Electronics,9380.0,7077.822879,2302.177121,10,2024,October
2024-06-25,WEST,Camera,Grace,13.0,977.0,Electronics,12701.0,7807.423758,4893.576242,6,2024,June
2024-04-14,WEST,Camera,Charlie,10.0,1252.0,Electronics,12520.0,10844.3394,1675.660596,4,2024,April
2024-04-08,NORTH,Smartwatch,Bob,4.0,148.0,Accessories,592.0,491.2106171,100.7893829,4,2024,April
2024-11-06,NORTH,Printer,Eva,18.0,1799.0,Office,32382.0,21342.40472,11039.59528,11,2024,November
2024-01-06,NORTH,Camera,David,5.0,888.0,Electronics,4440.0,3490.46334,949.5366597,1,2024,January
2024-07-15,SOUTH,Tablet,Charlie,19.0,392.0,Electronics,7448.0,6244.432028,1203.567972,7,2024,July
2024-12-16,WEST,Camera,Frank,2.0,1751.0,Electronics,3502.0,3035.803928,466.1960722,12,2024,December
2024-05-12,WEST,Camera,Hannah,12.0,635.0,Electronics,7620.0,5642.549635,1977.450365,5,2024,May
2024-09-15,NORTH,Monitor,Hannah,10.0,636.0,Office,6360.0,4784.977939,1575.022061,9,2024,September
2024-01-23,SOUTH,Headphones,Charlie,2.0,738.0,Accessories,1476.0,1190.347377,285.6526229,1,2024,January
2024-02-22,SOUTH,Smartwatch,Hannah,6.0,333.0,Accessories,1998.0,1785.630198,212.369802,2,2024,February
2024-06-13,SOUTH,Tablet,Bob,8.0,-100.0,Electronics,-800.0,-536.6284294,-263.3715706,6,2024,June
2024-07-20,WEST,Headphones,Bob,19.0,704.0,Accessories,13376.0,8701.842177,4674.157823,7,2024,July
